Purchase_ID,Invoice_ID,Invoice_Date,Supplier_ID,Supplier_Name,Category,Subcategory,Department,Region,Amount,Payment_Status,Contract_Compliance,PO_Status,Invoice_Processing_Days,Buyer_Name,Cost_Center
P1195,INV1195,2024-03-01,S019,ForgeLine Parts,Manufacturing,Consumables,Facilities,West,24739.19,Paid,No,Missing,12,Sara,CC115
P1196,INV1196,2024-03-26,S022,OmniTech Devices,IT,Accessories,Admin,North,8379.92,Paid,No,Available,12,Nina,CC101
P1197,INV1197,2024-03-07,S024,Titan Fabrication,Manufacturing,Tools,Admin,West,4582.77,Pending,No,Available,23,David,CC101
P1198,INV1198,2024-05-15,S024,Titan Fabrication,Manufacturing,Packaging,Procurement,South,23967.22,Paid,No,Missing,18,Mark,CC104
P1199,INV1199,2024-12-09,S017,PureSpace Cleaning,Facilities,Cleaning,Operations,West,4654.57,Paid,Yes,Available,7,Sara,CC104
P1200,INV1200,2024-02-09,S006,OfficePro,Office Supplies,Paper,Admin,Midwest,1338.2,Paid,Yes,Available,6,Emily,CC104
P1201,INV1201,2024-08-02,S003,Prime Logistics,Logistics,Ocean Freight,Facilities,South,27651.68,Paid,No,Missing,3,Mark,CC112
P1202,INV1202,2024-04-03,S019,ForgeLine Parts,Manufacturing,Consumables,Supply Chain,Northeast,33038.33,Paid,No,Available,20,Leo,CC114
P1203,INV1203,2024-09-22,S024,Titan Fabrication,Manufacturing,Consumables,Operations,North,1386.29,Paid,Yes,Available,10,Priya,CC114
P1204,INV1204,2024-01-30,S010,BlueWave Freight,Logistics,Warehousing,Technology,Northeast,29575.22,Overdue,Yes,Available,39,John,CC101
P1205,INV1205,2024-01-26,S013,Metro Furnishings,Office Supplies,Office Equipment,Operations,Midwest,4871.07,Pending,Yes,Available,20,Ana,CC103
P1206,INV1206,2024-06-26,S026,Nova Precision,Manufacturing,Calibration,Technology,Northeast,14605.15,Paid,Yes,Available,12,Emily,CC108
P1207,INV1207,2024-02-02,S026,Nova Precision,Manufacturing,Consumables,HR,Midwest,21253.1,Overdue,Yes,Available,33,David,CC105
P1208,INV1208,2024-11-06,S022,OmniTech Devices,IT,Accessories,Procurement,Midwest,12017.91,Pending,Yes,Available,16,Ana,CC101
P1209,INV1209,2024-08-02,S018,NorthStar Office,Office Supplies,Printers,Procurement,South,2632.79,Pending,Yes,Available,31,Nina,CC104
P1210,INV1210,2024-04-10,S017,PureSpace Cleaning,Facilities,Cleaning,Procurement,North,11731.63,Paid,Yes,Available,9,Priya,CC107
P1211,INV1211,2024-05-17,S007,SecureNet,IT,Software,Operations,Midwest,24186.44,Paid,Yes,Available,10,Emily,CC109
P1212,INV1212,2024-01-03,S028,CoreOffice Depot,Office Supplies,Breakroom Supplies,Finance,West,6813.01,Paid,Yes,Available,15,John,CC112
P1213,INV1213,2024-10-10,S022,OmniTech Devices,IT,Servers,Procurement,East,6969.68,Paid,Yes,Available,20,Nina,CC111
P1214,INV1214,2024-02-13,S021,Velocity Cargo,Logistics,Shipping,Finance,West,18532.78,Paid,No,Available,18,David,CC103
P1215,INV1215,2024-08-04,S004,FastClean Services,Facilities,HVAC,Facilities,West,1528.53,Paid,Yes,Available,11,Ravi,CC108
P1216,INV1216,2024-10-27,S017,PureSpace Cleaning,Facilities,HVAC,Operations,Northeast,4533.25,Paid,Yes,Available,19,Ana,CC101
P1217,INV1217,2024-04-22,S012,EverBright Utilities,Facilities,Cleaning,HR,North,13774.1,Paid,Yes,Available,15,Priya,CC102
P1218,INV1218,2024-04-10,S017,PureSpace Cleaning,Facilities,Maintenance,Operations,Midwest,6142.62,Paid,Yes,Available,19,Ana,CC107
P1219,INV1219,2024-10-12,S018,NorthStar Office,Office Supplies,Breakroom Supplies,Finance,West,241.71,Paid,Yes,Available,5,Ana,CC103
P1220,INV1220,2024-05-29,S012,EverBright Utilities,Facilities,Utilities,Engineering,East,8948.01,Paid,Yes,Available,20,John,CC111
P1221,INV1221,2024-09-20,S012,EverBright Utilities,Facilities,Utilities,Procurement,West,12562.68,Paid,Yes,Available,9,Emily,CC109
P1222,INV1222,2024-10-12,S013,Metro Furnishings,Office Supplies,Paper,Technology,West,2680.59,Paid,Yes,Available,11,Ana,CC111
P1223,INV1223,2024-02-11,S012,EverBright Utilities,Facilities,Cleaning,Facilities,West,4124.41,Pending,Yes,Available,7,Ravi,CC105
P1224,INV1224,2024-08-22,S019,ForgeLine Parts,Manufacturing,Tools,Procurement,Northeast,1561.3,Paid,Yes,Available,15,Sara,CC112
P1225,INV1225,2024-08-05,S026,Nova Precision,Manufacturing,Consumables,Supply Chain,East,4612.86,Paid,Yes,Available,10,Mark,CC107
P1226,INV1226,2024-06-18,S001,ABC Supplies,IT,Monitors,Procurement,West,22551.43,Pending,Yes,Missing,14,David,CC114
P1227,INV1227,2024-07-17,S009,Apex Industrial,Manufacturing,Tools,Procurement,West,7681.87,Paid,Yes,Available,3,Sara,CC104
P1228,INV1228,2024-11-27,S016,CloudAxis Software,IT,Networking,Engineering,North,7725.85,Paid,No,Available,20,David,CC107
P1229,INV1229,2024-12-03,S017,PureSpace Cleaning,Facilities,Repairs,Operations,Northeast,5415.04,Paid,Yes,Available,8,John,CC105
P1230,INV1230,2024-02-21,S018,NorthStar Office,Office Supplies,Stationery,Admin,West,3892.25,Paid,Yes,Available,3,Sara,CC111
P1231,INV1231,2024-06-14,S022,OmniTech Devices,IT,Accessories,Admin,North,3277.19,Paid,Yes,Available,5,Leo,CC102
P1232,INV1232,2024-09-07,S004,FastClean Services,Facilities,Repairs,Procurement,Midwest,11201.0,Paid,Yes,Available,9,Leo,CC111
P1233,INV1233,2024-02-15,S027,Peak Freight,Logistics,Shipping,Supply Chain,Midwest,16826.26,Paid,Yes,Available,18,Emily,CC113
P1234,INV1234,2024-05-27,S022,OmniTech Devices,IT,Security,Facilities,East,17892.71,Overdue,Yes,Missing,36,Ravi,CC108
P1235,INV1235,2024-01-19,S030,DataSphere Tech,IT,Cloud Services,Procurement,Northeast,13147.26,Paid,Yes,Available,11,Ravi,CC103
P1236,INV1236,2024-06-14,S008,GreenSource,Facilities,Cleaning,Supply Chain,North,7732.07,Paid,Yes,Available,7,Ravi,CC112
P1237,INV1237,2024-05-22,S004,FastClean Services,Facilities,HVAC,Operations,South,6645.64,Paid,Yes,Available,11,Ana,CC106
P1238,INV1238,2024-06-24,S022,OmniTech Devices,IT,Cloud Services,HR,South,18652.35,Paid,No,Missing,16,Sara,CC110
P1239,INV1239,2024-07-08,S014,Vertex Tools,Manufacturing,Machine Parts,Operations,North,9139.72,Paid,Yes,Available,6,Ana,CC111
P1240,INV1240,2024-09-05,S007,SecureNet,IT,Security,Technology,Northeast,25038.83,Paid,No,Available,5,Leo,CC113
P1241,INV1241,2024-10-11,S015,RapidRoute Shipping,Logistics,Express Delivery,Admin,North,16159.08,Paid,No,Available,11,Ravi,CC102
P1242,INV1242,2024-08-24,S010,BlueWave Freight,Logistics,Ocean Freight,Supply Chain,South,6457.83,Paid,Yes,Available,13,Nina,CC105
P1243,INV1243,2024-08-26,S017,PureSpace Cleaning,Facilities,Maintenance,Finance,West,6012.95,Paid,Yes,Available,5,Ravi,CC107
P1244,INV1244,2024-12-13,S028,CoreOffice Depot,Office Supplies,Breakroom Supplies,HR,South,5518.03,Paid,Yes,Available,19,Nina,CC104
P1245,INV1245,2024-02-02,S021,Velocity Cargo,Logistics,Shipping,Technology,North,7284.8,Paid,No,Available,9,Mark,CC110
P1246,INV1246,2024-06-23,S017,PureSpace Cleaning,Facilities,Repairs,HR,North,11636.71,Pending,Yes,Missing,24,Ravi,CC110
P1247,INV1247,2024-05-10,S013,Metro Furnishings,Office Supplies,Office Equipment,Engineering,Northeast,3944.88,Pending,Yes,Available,8,Ana,CC105
P1248,INV1248,2024-10-28,S012,EverBright Utilities,Facilities,Safety Supplies,Engineering,East,465.3,Paid,Yes,Available,12,Leo,CC110
P1249,INV1249,2024-10-15,S001,ABC Supplies,IT,Servers,Technology,Midwest,12973.18,Paid,Yes,Available,18,Emily,CC112
P1250,INV1250,2024-04-17,S022,OmniTech Devices,IT,Accessories,Facilities,East,24154.33,Pending,Yes,Available,24,John,CC104
P1251,INV1251,2024-04-07,S005,NextGen Components,Manufacturing,Packaging,Finance,South,25392.6,Overdue,Yes,Available,46,Leo,CC112
P1252,INV1252,2024-04-18,S015,RapidRoute Shipping,Logistics,Freight,Engineering,East,9576.53,Paid,No,Available,5,David,CC112
P1253,INV1253,2024-11-01,S018,NorthStar Office,Office Supplies,Furniture,Finance,North,8460.05,Paid,Yes,Available,10,Nina,CC103
P1254,INV1254,2024-07-04,S017,PureSpace Cleaning,Facilities,Cleaning,Technology,North,6835.54,Overdue,Yes,Available,34,David,CC102
P1255,INV1255,2024-05-06,S022,OmniTech Devices,IT,Laptops,HR,South,25624.65,Paid,Yes,Available,4,Priya,CC114
P1256,INV1256,2024-09-28,S002,Delta Office,Office Supplies,Printers,Facilities,Midwest,5667.01,Paid,Yes,Available,9,David,CC102
P1257,INV1257,2024-11-29,S030,DataSphere Tech,IT,Software,Facilities,South,27481.96,Paid,Yes,Available,19,Mark,CC109
P1258,INV1258,2024-02-07,S012,EverBright Utilities,Facilities,Utilities,Technology,Northeast,2552.81,Paid,Yes,Available,7,Emily,CC105
P1259,INV1259,2024-04-17,S002,Delta Office,Office Supplies,Paper,Technology,Northeast,577.38,Paid,Yes,Available,6,Emily,CC114
P1260,INV1260,2024-05-18,S008,GreenSource,Facilities,Utilities,Admin,Northeast,13372.29,Paid,Yes,Missing,20,Nina,CC104
P1261,INV1261,2024-05-29,S025,SafeGrid Security,IT,Accessories,Procurement,Midwest,6475.96,Paid,Yes,Available,9,Ana,CC101
P1262,INV1262,2024-04-07,S016,CloudAxis Software,IT,Servers,Admin,North,16951.59,Overdue,Yes,Available,37,Ana,CC102
P1263,INV1263,2024-08-12,S004,FastClean Services,Facilities,HVAC,Technology,East,10126.08,Paid,Yes,Available,14,Priya,CC105
P1264,INV1264,2024-10-14,S025,SafeGrid Security,IT,Laptops,HR,East,3147.65,Paid,No,Available,18,Ravi,CC106
P1265,INV1265,2024-09-11,S011,TechCore Systems,IT,Accessories,HR,South,14178.67,Pending,No,Available,22,Ravi,CC104
P1266,INV1266,2024-05-03,S030,DataSphere Tech,IT,Accessories,Engineering,South,21155.34,Paid,No,Available,11,John,CC110
P1267,INV1267,2024-03-22,S029,FacilityOne Services,Facilities,HVAC,Procurement,South,6401.81,Paid,No,Available,11,Mark,CC108
P1268,INV1268,2024-03-27,S029,FacilityOne Services,Facilities,HVAC,Facilities,Northeast,10494.07,Paid,Yes,Available,15,Leo,CC110
P1269,INV1269,2024-10-02,S022,OmniTech Devices,IT,Laptops,Operations,East,2708.19,Paid,Yes,Available,7,Ana,CC103
P1270,INV1270,2024-05-13,S021,Velocity Cargo,Logistics,Express Delivery,Engineering,North,31649.88,Paid,No,Missing,6,Nina,CC113
P1271,INV1271,2024-12-13,S018,NorthStar Office,Office Supplies,Furniture,Facilities,Northeast,5116.34,Paid,Yes,Available,14,Emily,CC110
P1272,INV1272,2024-01-16,S030,DataSphere Tech,IT,Laptops,Procurement,Northeast,17453.93,Paid,Yes,Available,16,Emily,CC110
P1273,INV1273,2024-06-10,S023,PaperTrail Office,Office Supplies,Office Equipment,Supply Chain,East,2630.35,Paid,Yes,Available,5,Leo,CC113
P1274,INV1274,2024-04-02,S007,SecureNet,IT,Cloud Services,Procurement,Northeast,16874.64,Overdue,Yes,Available,54,Ana,CC115
P1275,INV1275,2024-06-25,S001,ABC Supplies,IT,Accessories,HR,East,13536.65,Paid,Yes,Available,6,John,CC104
P1276,INV1276,2024-10-10,S013,Metro Furnishings,Office Supplies,Office Equipment,Operations,West,6545.0,Paid,Yes,Available,20,Mark,CC113
P1277,INV1277,2024-11-01,S008,GreenSource,Facilities,Repairs,Engineering,Northeast,2408.79,Paid,Yes,Available,16,Ana,CC101
P1278,INV1278,2024-10-13,S014,Vertex Tools,Manufacturing,Calibration,Procurement,East,12998.21,Pending,Yes,Available,23,Nina,CC105
P1279,INV1279,2024-01-07,S027,Peak Freight,Logistics,Shipping,Technology,East,23232.98,Paid,Yes,Available,17,David,CC109
P1280,INV1280,2024-07-12,S018,NorthStar Office,Office Supplies,Paper,Supply Chain,Midwest,6859.22,Paid,Yes,Available,4,David,CC114
P1281,INV1281,2024-05-12,S009,Apex Industrial,Manufacturing,Machine Parts,Engineering,West,26580.26,Paid,Yes,Available,8,Mark,CC114
P1282,INV1282,2024-04-11,S009,Apex Industrial,Manufacturing,Consumables,Admin,West,13391.07,Paid,Yes,Available,7,Mark,CC114
P1283,INV1283,2024-05-06,S030,DataSphere Tech,IT,Laptops,Procurement,Midwest,11025.21,Paid,No,Available,11,Ravi,CC115
P1284,INV1284,2024-02-09,S003,Prime Logistics,Logistics,Express Delivery,Facilities,Northeast,14877.1,Paid,No,Available,10,Ravi,CC115
P1285,INV1285,2024-03-11,S007,SecureNet,IT,Monitors,HR,West,16116.5,Pending,No,Missing,13,Nina,CC115
P1286,INV1286,2024-03-09,S025,SafeGrid Security,IT,Laptops,Engineering,North,21459.24,Pending,No,Available,23,Priya,CC114
P1287,INV1287,2024-07-30,S017,PureSpace Cleaning,Facilities,Repairs,Supply Chain,Midwest,8453.88,Pending,Yes,Available,25,Ana,CC108
P1288,INV1288,2024-12-08,S024,Titan Fabrication,Manufacturing,Machine Parts,Procurement,North,20089.06,Paid,Yes,Available,20,Sara,CC107
P1289,INV1289,2024-08-05,S006,OfficePro,Office Supplies,Stationery,Supply Chain,West,3915.95,Paid,Yes,Available,3,John,CC114
P1290,INV1290,2024-04-02,S001,ABC Supplies,IT,Monitors,Facilities,North,12355.52,Paid,Yes,Available,9,Ravi,CC111
P1291,INV1291,2024-06-27,S009,Apex Industrial,Manufacturing,Packaging,Technology,East,4837.72,Pending,Yes,Available,18,Priya,CC105
P1292,INV1292,2024-09-25,S027,Peak Freight,Logistics,Last Mile,Supply Chain,West,4322.14,Paid,Yes,Available,20,Nina,CC114
P1293,INV1293,2024-08-12,S002,Delta Office,Office Supplies,Stationery,Engineering,Midwest,4800.33,Pending,Yes,Available,14,Sara,CC103
P1294,INV1294,2024-03-02,S004,FastClean Services,Facilities,Cleaning,Finance,Northeast,13810.78,Paid,Yes,Available,16,Ravi,CC106
P1295,INV1295,2024-11-28,S019,ForgeLine Parts,Manufacturing,Calibration,Engineering,East,34059.17,Overdue,Yes,Available,32,Nina,CC113
P1296,INV1296,2024-08-19,S030,DataSphere Tech,IT,Security,Engineering,South,13433.38,Pending,Yes,Available,29,Emily,CC103
P1297,INV1297,2024-03-12,S029,FacilityOne Services,Facilities,HVAC,Finance,South,12979.52,Paid,No,Available,14,David,CC115
P1298,INV1298,2024-06-14,S019,ForgeLine Parts,Manufacturing,Calibration,Technology,East,28331.28,Paid,No,Available,12,Leo,CC108
P1299,INV1299,2024-05-14,S026,Nova Precision,Manufacturing,Calibration,Supply Chain,East,9433.28,Pending,Yes,Available,27,Mark,CC110
P1300,INV1300,2024-02-10,S023,PaperTrail Office,Office Supplies,Stationery,HR,East,7566.9,Pending,Yes,Available,16,Emily,CC101
P1301,INV1301,2024-01-08,S019,ForgeLine Parts,Manufacturing,Tools,Technology,Northeast,4104.0,Paid,Yes,Available,7,Ana,CC101
P1302,INV1302,2024-06-21,S025,SafeGrid Security,IT,Security,Supply Chain,East,15575.54,Pending,No,Available,20,Nina,CC114
P1303,INV1303,2024-12-29,S019,ForgeLine Parts,Manufacturing,Maintenance Kits,HR,Northeast,28373.06,Paid,No,Available,18,John,CC111
P1304,INV1304,2024-05-09,S019,ForgeLine Parts,Manufacturing,Consumables,HR,Midwest,23065.68,Paid,Yes,Available,8,David,CC102
P1305,INV1305,2024-07-17,S016,CloudAxis Software,IT,Security,Facilities,West,15624.44,Paid,Yes,Available,19,Mark,CC115
P1306,INV1306,2024-08-10,S021,Velocity Cargo,Logistics,Express Delivery,Facilities,Northeast,20195.41,Paid,Yes,Available,15,Emily,CC110
P1307,INV1307,2024-10-22,S028,CoreOffice Depot,Office Supplies,Breakroom Supplies,Admin,Midwest,191.08,Paid,Yes,Available,5,David,CC115
P1308,INV1308,2024-05-08,S009,Apex Industrial,Manufacturing,Packaging,Finance,North,11049.37,Paid,Yes,Missing,17,Emily,CC105
P1309,INV1309,2024-07-17,S027,Peak Freight,Logistics,Freight,Admin,Northeast,27826.39,Paid,Yes,Available,15,Ravi,CC104
P1310,INV1310,2024-11-01,S010,BlueWave Freight,Logistics,Freight,Admin,Midwest,3358.24,Paid,No,Available,4,Emily,CC106
P1311,INV1311,2024-05-16,S010,BlueWave Freight,Logistics,Shipping,Operations,North,10194.27,Pending,No,Missing,22,Mark,CC109
P1312,INV1312,2024-07-28,S002,Delta Office,Office Supplies,Stationery,Technology,East,88.56,Pending,Yes,Available,11,Mark,CC106
P1313,INV1313,2024-09-16,S028,CoreOffice Depot,Office Supplies,Office Equipment,Supply Chain,Northeast,3595.24,Paid,Yes,Available,8,Mark,CC101
P1314,INV1314,2024-12-17,S021,Velocity Cargo,Logistics,Express Delivery,Supply Chain,East,14012.07,Paid,No,Available,17,Priya,CC113
P1315,INV1315,2024-04-05,S006,OfficePro,Office Supplies,Printers,Technology,Midwest,4702.1,Paid,Yes,Available,7,Ravi,CC104
P1316,INV1316,2024-11-01,S017,PureSpace Cleaning,Facilities,Cleaning,Supply Chain,East,9098.65,Paid,Yes,Available,12,Mark,CC107
P1317,INV1317,2024-03-22,S009,Apex Industrial,Manufacturing,Tools,Finance,West,30759.93,Paid,Yes,Available,12,Ravi,CC102
P1318,INV1318,2024-06-10,S021,Velocity Cargo,Logistics,Shipping,Admin,North,13788.14,Paid,No,Missing,12,Nina,CC115
P1319,INV1319,2024-04-14,S026,Nova Precision,Manufacturing,Machine Parts,HR,Northeast,36006.83,Overdue,Yes,Available,29,Mark,CC115
P1320,INV1320,2024-09-06,S023,PaperTrail Office,Office Supplies,Paper,Admin,East,665.76,Paid,Yes,Available,4,David,CC115
P1321,INV1321,2024-04-12,S017,PureSpace Cleaning,Facilities,HVAC,HR,South,8702.7,Paid,Yes,Available,7,John,CC107
P1322,INV1322,2024-05-01,S004,FastClean Services,Facilities,Repairs,Engineering,West,3746.07,Pending,No,Available,23,John,CC107
P1323,INV1323,2024-10-10,S004,FastClean Services,Facilities,HVAC,Admin,Northeast,262.74,Paid,Yes,Available,12,Priya,CC109
P1324,INV1324,2024-04-30,S003,Prime Logistics,Logistics,Warehousing,HR,North,7154.58,Paid,Yes,Available,11,David,CC110
P1325,INV1325,2024-04-11,S028,CoreOffice Depot,Office Supplies,Printers,Supply Chain,East,1944.1,Paid,Yes,Available,5,Ravi,CC110
P1326,INV1326,2024-01-20,S012,EverBright Utilities,Facilities,Repairs,Facilities,Northeast,10914.76,Paid,Yes,Missing,13,Priya,CC102
P1327,INV1327,2024-08-01,S026,Nova Precision,Manufacturing,Maintenance Kits,Admin,North,27966.86,Pending,Yes,Available,11,Nina,CC105
P1328,INV1328,2024-05-14,S024,Titan Fabrication,Manufacturing,Machine Parts,Finance,North,34556.32,Pending,Yes,Available,19,Ana,CC110
P1329,INV1329,2024-03-09,S012,EverBright Utilities,Facilities,Cleaning,Finance,West,8974.35,Pending,Yes,Available,11,David,CC104
P1330,INV1330,2024-04-01,S009,Apex Industrial,Manufacturing,Tools,Operations,East,17289.07,Paid,Yes,Available,19,Ana,CC113
P1331,INV1331,2024-01-11,S019,ForgeLine Parts,Manufacturing,Maintenance Kits,Procurement,East,21417.11,Paid,No,Missing,4,Ravi,CC104
P1332,INV1332,2024-10-27,S001,ABC Supplies,IT,Software,Engineering,South,13127.74,Paid,Yes,Available,13,Sara,CC113
P1333,INV1333,2024-03-05,S014,Vertex Tools,Manufacturing,Tools,Finance,Northeast,34057.13,Paid,Yes,Available,13,Emily,CC101
P1334,INV1334,2024-04-04,S025,SafeGrid Security,IT,Software,Supply Chain,South,11120.25,Paid,Yes,Available,14,Priya,CC105
P1335,INV1335,2024-11-18,S019,ForgeLine Parts,Manufacturing,Maintenance Kits,Procurement,East,39195.24,Paid,Yes,Available,12,Emily,CC105
P1336,INV1336,2024-08-13,S021,Velocity Cargo,Logistics,Last Mile,Engineering,Midwest,5893.03,Paid,No,Available,5,Mark,CC114
P1337,INV1337,2024-05-19,S021,Velocity Cargo,Logistics,Warehousing,Operations,West,34635.32,Paid,No,Available,3,Emily,CC114
P1338,INV1338,2024-12-10,S001,ABC Supplies,IT,Monitors,Supply Chain,West,9074.87,Pending,Yes,Available,26,Mark,CC109
P1339,INV1339,2024-11-16,S029,FacilityOne Services,Facilities,Maintenance,Supply Chain,East,13050.0,Paid,Yes,Available,12,Priya,CC106
P1340,INV1340,2024-12-27,S022,OmniTech Devices,IT,Accessories,Admin,North,9816.13,Paid,Yes,Available,17,Emily,CC110
P1341,INV1341,2024-06-06,S002,Delta Office,Office Supplies,Printers,Supply Chain,Midwest,1058.39,Paid,Yes,Available,15,Emily,CC114
P1342,INV1342,2024-08-27,S030,DataSphere Tech,IT,Cloud Services,Engineering,Northeast,27224.69,Paid,Yes,Missing,3,Emily,CC103
P1343,INV1343,2024-05-09,S016,CloudAxis Software,IT,Servers,Operations,South,19247.32,Paid,No,Available,17,Ravi,CC105
P1344,INV1344,2024-06-29,S009,Apex Industrial,Manufacturing,Consumables,Engineering,North,40313.35,Paid,No,Missing,13,Leo,CC104
P1345,INV1345,2024-10-12,S010,BlueWave Freight,Logistics,Freight,Engineering,West,14159.11,Paid,No,Available,18,Ravi,CC111
P1346,INV1346,2024-12-18,S024,Titan Fabrication,Manufacturing,Machine Parts,HR,Northeast,40771.64,Paid,No,Available,4,Mark,CC110
P1347,INV1347,2024-07-13,S015,RapidRoute Shipping,Logistics,Warehousing,Admin,South,30331.01,Paid,Yes,Available,5,Emily,CC108
P1348,INV1348,2024-04-26,S025,SafeGrid Security,IT,Security,Finance,Northeast,12219.86,Paid,Yes,Available,16,Ana,CC115
P1349,INV1349,2024-01-22,S009,Apex Industrial,Manufacturing,Calibration,HR,South,13768.54,Paid,Yes,Available,13,John,CC103
P1350,INV1350,2024-06-09,S003,Prime Logistics,Logistics,Warehousing,HR,West,4385.06,Paid,Yes,Available,11,Ana,CC111
P1351,INV1351,2024-10-23,S007,SecureNet,IT,Security,Facilities,North,9725.88,Paid,No,Available,9,Priya,CC103
P1352,INV1352,2024-07-06,S009,Apex Industrial,Manufacturing,Tools,Admin,North,4902.29,Pending,No,Available,16,David,CC105
P1353,INV1353,2024-11-20,S005,NextGen Components,Manufacturing,Maintenance Kits,Finance,Midwest,2520.61,Paid,Yes,Available,11,David,CC111
P1354,INV1354,2024-04-23,S016,CloudAxis Software,IT,Networking,Finance,North,20055.69,Paid,Yes,Missing,17,Ravi,CC114
P1355,INV1355,2024-04-18,S003,Prime Logistics,Logistics,Freight,Supply Chain,West,18517.51,Pending,No,Available,28,Nina,CC101
P1356,INV1356,2024-05-19,S011,TechCore Systems,IT,Software,Technology,Northeast,25737.63,Paid,Yes,Available,3,John,CC109
P1357,INV1357,2024-08-29,S009,Apex Industrial,Manufacturing,Consumables,Technology,North,5331.83,Paid,Yes,Available,18,Priya,CC104
P1358,INV1358,2024-10-12,S027,Peak Freight,Logistics,Ocean Freight,Finance,Northeast,22539.39,Pending,Yes,Available,31,Mark,CC109
P1359,INV1359,2024-12-11,S021,Velocity Cargo,Logistics,Ocean Freight,Facilities,West,4766.48,Paid,Yes,Available,3,Mark,CC115
P1360,INV1360,2024-07-09,S022,OmniTech Devices,IT,Monitors,Supply Chain,North,11533.01,Paid,Yes,Available,20,John,CC114
P1361,INV1361,2024-12-06,S015,RapidRoute Shipping,Logistics,Ocean Freight,Finance,West,24091.38,Paid,No,Available,13,Emily,CC104
P1362,INV1362,2024-05-30,S015,RapidRoute Shipping,Logistics,Ocean Freight,HR,West,24544.57,Paid,Yes,Available,3,Leo,CC104
P1363,INV1363,2024-06-24,S004,FastClean Services,Facilities,Maintenance,Facilities,North,7841.2,Paid,Yes,Available,14,David,CC104
P1364,INV1364,2024-07-09,S010,BlueWave Freight,Logistics,Shipping,HR,Northeast,29620.99,Paid,No,Available,7,Mark,CC104
P1365,INV1365,2024-11-07,S023,PaperTrail Office,Office Supplies,Office Equipment,HR,South,258.68,Paid,Yes,Available,6,Ana,CC113
P1366,INV1366,2024-09-18,S019,ForgeLine Parts,Manufacturing,Tools,Supply Chain,West,3801.15,Overdue,Yes,Available,41,Ravi,CC113
P1367,INV1367,2024-10-09,S015,RapidRoute Shipping,Logistics,Express Delivery,Operations,South,13555.05,Pending,Yes,Available,37,John,CC106
P1368,INV1368,2024-09-13,S012,EverBright Utilities,Facilities,Safety Supplies,Technology,South,11536.87,Pending,Yes,Available,14,Sara,CC105
P1369,INV1369,2024-04-23,S008,GreenSource,Facilities,Safety Supplies,Finance,West,1385.65,Paid,Yes,Available,19,Ravi,CC108
P1370,INV1370,2024-03-31,S019,ForgeLine Parts,Manufacturing,Machine Parts,Procurement,West,16613.77,Pending,Yes,Missing,14,Ravi,CC108
P1371,INV1371,2024-01-16,S028,CoreOffice Depot,Office Supplies,Paper,Engineering,East,4963.13,Paid,Yes,Available,4,Emily,CC106
P1372,INV1372,2024-06-21,S024,Titan Fabrication,Manufacturing,Packaging,Operations,North,14323.97,Paid,Yes,Available,8,Mark,CC105
P1373,INV1373,2024-02-04,S009,Apex Industrial,Manufacturing,Packaging,Facilities,East,37908.13,Paid,Yes,Available,5,Emily,CC103
P1374,INV1374,2024-04-16,S026,Nova Precision,Manufacturing,Machine Parts,Admin,Northeast,9905.43,Overdue,Yes,Available,53,Emily,CC104
P1375,INV1375,2024-11-28,S030,DataSphere Tech,IT,Laptops,Supply Chain,Midwest,6280.03,Paid,Yes,Available,8,Mark,CC113
P1376,INV1376,2024-06-09,S008,GreenSource,Facilities,Cleaning,Finance,West,12607.89,Paid,Yes,Available,11,David,CC114
P1377,INV1377,2024-07-27,S012,EverBright Utilities,Facilities,Repairs,Admin,Northeast,6788.97,Overdue,Yes,Available,29,Priya,CC113
P1378,INV1378,2024-10-11,S016,CloudAxis Software,IT,Networking,Engineering,West,23693.14,Paid,Yes,Available,4,Emily,CC106
P1379,INV1379,2024-02-04,S005,NextGen Components,Manufacturing,Machine Parts,Supply Chain,West,6833.57,Paid,Yes,Available,17,David,CC112
P1380,INV1380,2024-07-30,S004,FastClean Services,Facilities,Repairs,HR,East,12970.77,Paid,Yes,Missing,16,Nina,CC112
P1381,INV1381,2024-02-28,S026,Nova Precision,Manufacturing,Packaging,Supply Chain,Northeast,28772.94,Overdue,Yes,Available,52,David,CC103
P1382,INV1382,2024-05-21,S011,TechCore Systems,IT,Software,Procurement,North,14469.82,Paid,Yes,Available,9,Ana,CC107
P1383,INV1383,2024-11-04,S006,OfficePro,Office Supplies,Paper,HR,North,6421.63,Paid,Yes,Available,17,Ana,CC104
P1384,INV1384,2024-01-14,S030,DataSphere Tech,IT,Monitors,Supply Chain,South,22472.82,Overdue,Yes,Missing,33,Nina,CC108
P1385,INV1385,2024-03-13,S005,NextGen Components,Manufacturing,Maintenance Kits,Supply Chain,Midwest,27778.22,Paid,Yes,Available,5,Ana,CC110
P1386,INV1386,2024-12-16,S010,BlueWave Freight,Logistics,Last Mile,Facilities,North,13790.33,Paid,No,Available,5,David,CC112
P1387,INV1387,2024-03-21,S029,FacilityOne Services,Facilities,Safety Supplies,Engineering,Midwest,1646.15,Pending,Yes,Available,29,David,CC115
P1388,INV1388,2024-01-08,S017,PureSpace Cleaning,Facilities,Repairs,Finance,Midwest,6969.6,Paid,Yes,Available,12,Ana,CC101
